937.4053,385.32333,642.49304
910.2776,596.3888,505.68292
826.88257,703.57916,511.11792
850.99695,674.2126,511.11792
780.37506,719.74963,559.4419
751.8609,729.0661,585.8053
742.74805,698.9203,632.32574
457.44672,646.50867,901.537
448.74057,559.7252,961.94574
769.0041,267.70413,881.4574
951.44763,538.46545,494.7751
847.4567,838.3687,137.6768
869.5557,818.24536,119.78043
817.1178,866.999,143.63557
956.2222,719.41504,89.895256
992.4888,149.99283,657.6232
993.9635,180.86453,647.55273
959.4617,140.0982,706.9695
822.2093,37.016617,873.2706
779.3945,74.25949,909.41174
686.7642,190.06439,965.5208
678.2892,-10.175215,989.8587
617.5095,-18.53116,1028.7559
648.2953,-9.725267,1009.76166
594.10645,98.92926,1037.9069
599.571,57.13253,1037.9069
628.96686,72.65342,1019.3735
704.38965,179.8645,954.71674
676.4855,190.87402,972.5917
660.096,211.45206,979.5721
436.1673,154.29227,1107.2272
294.9143,72.17217,1160.9551
239.30916,3.5899887,1175.8904
400.9601,-10.026251,1130.9865
544.29144,-5.4431252,1069.4471
507.67395,66.37347,1085.2933
442.22955,57.81724,1114.0422
464.23294,-60.69389,1104.9
534.55084,-127.98708,1066.712
678.83954,-162.53401,976.09406
644.98596,-210.17334,989.8587
592.7158,-359.34198,979.5721
597.30585,-310.9721,993.2382
241.32216,-118.06673,1169.54
261.58118,-61.248898,1169.54
157.2572,-99.693954,1185.4667
177.60149,-55.914406,1185.4667
439.48706,-28.607536,1116.2583
570.9458,-109.80668,1049.7444
634.6802,-155.3204,1006.50714
603.86066,-262.4633,1003.2275
673.91113,-246.00275,961.9389
555.9386,-187.32677,1046.8242
580.76685,-225.2636,1025.6539
497.4451,-95.670715,1087.8398
266.3891,34.827805,1169.54
208.41458,-160.09317,1170.8687
178.32454,-193.04616,1170.8687
187.44658,-246.17744,1159.4225
431.64194,-516.87823,993.2382
172.52426,-304.29608,1147.8846
188.99161,-294.35168,1147.8846
267.3157,-283.63995,1134.9408
285.71304,-248.08139,1138.7817
356.64645,-228.60564,1122.7389
249.84102,-342.10626,1122.7389
234.19946,-304.40894,1136.8755
205.257,-337.98047,1132.9778
169.84091,-369.57788,1128.9669
174.96619,-385.80313,1122.7389
151.51634,-401.60095,1120.6068
106.965,-351.04495,1142.5085
129.99535,-426.62747,1114.0422
61.006416,-430.52942,1118.4465
124.37549,-387.25247,1128.9669
358.83643,-496.54718,1031.832
392.36157,-399.98407,1061.1621
373.55527,-388.50897,1072.1554
316.96985,-289.4316,1120.6068
280.6055,-339.4522,1116.2583
290.3193,-401.7352,1092.8511
318.82132,-441.17545,1069.4471
274.02203,-512.7851,1049.7444
315.02475,-507.2234,1040.9053
310.71152,-205.80203,1140.6594
381.0958,-252.42155,1109.5266
365.5098,-292.5723,1104.9
350.68607,142.0838,1138.7852
384.46625,149.09662,1126.9232
500.55957,168.63283,1077.4985
590.3088,198.86832,1025.6642
598.6572,172.1123,1025.6642
640.1479,-278.25485,976.107
569.27875,-474.674,943.7194
565.31757,-500.86728,932.49554
554.7851,-491.53555,943.7194
551.29736,-473.8777,954.7309
527.5498,-631.72015,873.2816
516.3965,-531.72205,943.7194
465.9781,-557.9904,954.7309
501.8353,-600.92804,909.42114
436.0927,-650.2126,909.42114
414.48233,-561.6222,976.107
493.7529,-493.37933,976.107
406.4,-472.0722,1025.6642
339.1694,-558.4666,1006.5184
426.28906,-495.17523,1006.5184
362.62097,-447.70575,1052.647
380.06006,-531.48395,1006.5184
380.06082,-585.46466,976.107
475.37494,-586.9162,932.49554
536.96497,-569.7559,909.42114
458.4385,-683.53,873.2816
412.86398,-615.5786,943.7194
490.60782,-644.31647,885.52826
407.54956,-744.6189,848.20166
538.1164,-802.32947,711.8274
484.35098,-797.51843,754.5651
435.65903,-825.12585,754.5651
590.7656,-707.4186,768.4757
576.3369,-733.8032,754.5651
542.7449,-758.9858,754.5651
443.0045,-781.3379,795.77515
419.36948,-794.2739,795.77515
395.35712,-806.4953,795.77515
440.63223,-725.53235,848.20166
479.85614,-715.4637,835.3741
486.7816,-725.7895,822.3584
504.5803,-728.4657,809.1578
661.6518,-641.6089,768.4757
650.06775,-669.3604,754.5651
673.058,-693.03296,711.8274
685.79926,-665.02484,726.2378
722.93665,-701.0373,652.6172
708.5582,-687.0944,682.5294
725.8672,-725.318,622.1178
715.828,-694.144,667.64844
716.267,-760.0075,591.0585
704.7872,-770.66516,591.0585
690.92017,-827.34973,527.3725
708.3335,-822.79663,511.14536
675.0143,-808.3031,575.3275
476.48788,-840.3934,711.8274
513.80896,-818.1089,711.8274
18.32864,-511.65225,1085.2999
-65.95696,-507.71414,1085.2999
-47.452312,-476.84094,1100.1686
-150.81284,-472.1425,1092.8573
-206.2473,-450.69403,1092.8573
-175.3051,-548.8192,1052.647
-165.61888,-518.49506,1069.4547
-184.83357,-578.64954,1034.8918
-261.02945,-548.5093,1034.8918
-285.4388,-536.21216,1034.8918
-316.47635,-500.14297,1043.8868
-299.5912,-473.45856,1061.1702
-273.76276,-432.64062,1085.2999
-265.0275,-418.83585,1092.8573
-238.47188,-376.86874,1114.0471
-220.49655,-348.46146,1126.9232
-199.2055,-361.0558,1126.9232
2.6871703,-462.63275,1107.2324
62.189407,-491.7271,1092.8573
95.232765,-552.131,1061.1702
68.294846,-540.0024,1069.4547
-20.694818,-527.796,1077.4985
-138.1719,-542.9792,1061.1702
-80.718056,-421.56256,1120.6112
-122.23107,-480.33594,1092.8573
-145.5552,-507.75055,1077.4985
-248.32149,-502.24927,1061.1702
-280.9024,-638.99054,976.107
-379.03683,-494.31186,1025.6642
-390.63574,-542.3861,996.60474
-348.8985,-570.13055,996.60474
-325.14413,-531.31384,1025.6642
-353.06076,-475.02457,1043.8868
-324.6913,-436.85498,1069.4547
-323.58447,-396.75818,1085.2999
-191.01393,-144.19597,1175.8916
-185.06189,-178.24289,1172.1696
-268.2499,-215.43176,1149.6222
-306.97546,-323.5196,1114.0471
-303.0228,-349.59042,1107.2324
-275.97702,-371.3125,1107.2324
-264.7156,-379.42316,1107.2324
-244.37555,-399.33096,1104.9052
-254.28165,-393.09726,1104.9052
-199.05963,-423.74506,1104.9052
-219.44069,-438.31198,1095.3212
-230.32903,-432.68945,1095.3212
-244.26361,-437.53897,1090.3646
-264.74268,-463.27576,1074.8428
-203.32655,-533.43414,1055.5123
-225.50409,-591.6177,1019.38043
-243.71185,-611.6574,1003.2346
-287.99142,-575.23553,1012.99805
-139.53714,-429.44473,1111.8033
-135.11694,-395.55173,1124.8477
-118.58396,-371.26465,1134.9452
-148.7957,-384.58163,1126.9236
-152.85464,-395.07248,1122.7435
-186.6979,-482.54477,1082.7255
-189.43777,-504.56256,1072.1614
-193.1969,-514.5749,1066.7181
-210.80438,-553.0525,1043.8843
-166.7482,-437.4696,1104.9052
-191.64041,-402.70688,1114.0471
-245.978,-337.95352,1124.8477
-259.16708,-356.07428,1116.2632
-219.30992,-301.31378,1140.6635
-298.4355,-267.94742,1130.991
-247.22426,-315.816,1130.991
-221.54985,-247.97684,1153.0061
-256.29694,-278.35007,1138.7859
-282.47852,-400.59644,1095.3212
-407.47775,-484.58792,1019.38043
-370.7958,-440.96436,1052.6448
-819.5345,-291.39273,826.7124
-842.5303,-299.5691,800.2507
-828.2009,-337.16772,800.2507
-834.0058,-354.20544,786.7483
-833.63153,-383.95715,773.0688
-854.3182,-393.48508,745.19116
-636.7089,-644.6929,786.7483
-607.06226,-672.6831,786.7483
-540.2497,-697.3013,813.57306
-638.38696,-608.73706,813.57306
-696.58044,-664.2277,716.643
-739.4541,-663.9206,672.6196
-824.8297,-635.7062,596.2664
-726.67377,-758.2037,580.57935
-742.83484,-798.71136,500.25656
-680.0463,-776.66864,611.8192
-656.444,-796.7173,611.8192
-620.35913,-776.36163,672.6196
-632.67444,-791.7739,642.5085
-788.3664,-774.65857,467.31406
-772.57385,-759.14056,516.56085
-755.21716,-742.0857,564.7617
-805.9423,-723.61725,516.56085
-833.4004,-725.98987,467.31406
-816.302,-755.3382,450.68326
-825.85693,-764.17957,417.12115
-770.83203,-713.26404,580.57935
-757.7031,-701.11566,611.8192
-701.2774,-731.70544,642.5085
-673.35724,-702.5738,702.12537
-641.06964,-732.1541,702.12537
-650.821,-679.0597,745.19116
-691.4786,-620.8457,759.21533
-821.7857,-576.351,657.638
-855.1087,-544.0331,642.5085
-861.46576,-585.101,596.2664
-866.8516,-607.9575,564.7617
-608.9297,-716.86444,745.19116
-592.3569,-636.91437,826.7124
-575.2026,-618.4697,852.4302
-557.53064,-599.4685,877.3808
-539.357,-579.9278,901.54193
-511.1916,-549.64374,936.25574
-491.83612,-528.8324,958.3494
-592.4747,-564.95715,877.3808
-610.47394,-564.88196,865.0028
-619.9283,-573.63025,852.4302
-611.2542,-582.86444,852.4302
-556.39197,-635.44525,852.4302
-527.24396,-659.8307,852.4302
-491.6324,-654.5994,877.3808
-456.3986,-647.2422,901.54193
-431.18787,-631.3892,924.89166
-406.17944,-614.3567,947.4092
-387.56952,-626.26337,947.4092
-349.32037,-648.37573,947.4092
-329.71567,-658.56165,947.4092
-325.93546,-676.1591,936.25574
-362.6419,-673.10187,924.89166
-467.43256,-622.3778,913.3196
-459.23996,-557.3734,958.3494
-425.02155,-565.9083,969.07404
-390.32407,-590.37506,969.07404
-335.6845,-623.06616,969.07404
-366.50214,-732.0376,877.3808
-521.4191,-613.84235,889.56146
-494.98477,-582.7224,924.89166
-442.28638,-588.8961,947.4092
-562.1177,-725.5263,773.0688
-535.53503,-759.46967,759.21533
-546.9451,-553.80347,913.3196
-477.28372,-597.30695,924.89166
-450.77045,-600.1925,936.25574
-452.89276,-756.959,813.57306
-440.1597,-735.6771,839.6658
-383.8006,-766.58887,839.6658
-471.6622,-907.80597,627.23444
-480.12418,-924.09265,596.2664
-402.31754,-940.59424,627.23444
-250.14203,-906.70776,745.19116
-290.67526,-894.53784,745.19116
-300.7406,-925.51337,702.12537
-316.15356,-972.946,627.23444
-269.53488,-977.00244,642.5085
-233.01865,-955.5705,687.4498
-141.44934,-941.08026,730.9993
-147.71,-982.7332,672.6196
-195.32433,-920.07526,745.19116
-250.71066,-858.3374,800.2507
-240.36375,-822.9135,839.6658
-301.7268,-841.75995,800.2507
-398.53235,-826.7627,773.0688
-418.04395,-901.56647,672.6196
-341.98074,-954.0608,642.5085
-447.38928,-801.3785,773.0688
-190.5947,-897.7964,773.0688
-146.15855,-882.1772,800.2507
-119.63252,-886.1642,800.2507
-122.79006,-909.55334,773.0688
-312.75314,-601.95447,989.8668
-234.40237,-571.5804,1028.7621
255.93494,-595.70496,1009.7688
279.37582,-650.26514,969.07404
301.8113,-702.4851,924.89166
238.62427,-769.24567,889.56146
250.23868,-806.68665,852.4302
-601.9766,-493.42822,913.3196
-612.5037,-502.05707,901.54193
-698.6724,-538.4752,813.57306
-700.7721,-574.4089,786.7483
-785.7457,-624.5925,657.638
-788.4763,-666.31995,611.8192
